show_id,type,title,director,country,date_added,release_year,rating,duration,listed_in,cast,description
s1248,Movie,Cats & Dogs: The Revenge of Kitty Galore,Brad Peyton,"United States, Australia",2/1/2019,2010,PG,82 min,"Children & Family Movies, Comedies","James Marsden, Nick Nolte, Christina Applegate, Katt Williams, Bette Midler, Neil Patrick Harris, Sean Hayes, Wallace Shawn, Roger Moore, Joe Pantoliano, Michael Clarke Duncan, Chris O'Donnell, Jack McBrayer, Kiernan Shipka",Cats and dogs must set aside their differences and merge animal instincts when Kitty Galore decides to claw her way to global domination.
s1249,Movie,Catwalk: Tales from the Cat Show Circuit,"Aaron Hancox, Michael McNamara",Canada,1/7/2019,2018,TV-PG,75 min,"Documentaries, International Movies",,"This fun, charming documentary follows the exploits of some very feline-friendly folks as they strive to get their kitties crowned Canada’s top cat."
s1250,TV Show,Caught on Camera,,United Kingdom,8/15/2016,2015,TV-MA,3 Seasons,"British TV Shows, Crime TV Shows, Docuseries",Nick Wallis,"Nick Wallis presents crimes caught on CCTV, cell phones and other devices and reveals how investigators use the recordings to solve tough cases."
s1251,Movie,Cave,Henrik Martin Dahlsbakken,Norway,6/15/2017,2016,TV-MA,77 min,"Action & Adventure, International Movies, Thrillers","Heidi Toini, Benjamin Helstad, Mads Sjogard Pettersen, Ingar Helge Gimle","Torn between old camaraderie and recent tensions, three ex-soldiers reunite to explore a deadly cave but soon discover terror beyond all expectations."
s1252,Movie,Cedric the Entertainer: Live from the Ville,Troy Miller,United States,9/16/2016,2016,TV-MA,60 min,Stand-Up Comedy,Cedric the Entertainer,"Donning his signature suit and fedora, the dapper comic offers a unique spin on getting old, the presidential election and ""Honky Tonk Badonkadonk."""
s1253,Movie,Celebrity Marriage,Pascal Amanfo,,12/6/2019,2017,TV-PG,107 min,"Dramas, International Movies","Kanayo O. Kanayo, Tonto Dikeh, Jackie Appiah, Odunlade Adekola, Toyin Aimakhu, Osita Iheme, Francis Odega, Calista Okoronkwo, Susan Peters, Roselyn Ngissah",A successful actress with an abusive husband confides in friends who have troubling relationship issues of their own.
s1254,TV Show,Cells at Work!,,Japan,1/1/2020,2018,TV-PG,1 Season,"Anime Series, Teen TV Shows","Kana Hanazawa, Tomoaki Maeno, Daisuke Ono, Kikuko Inoue, Maria Naganawa, Takahiro Sakurai, Saori Hayami, Nobuhiko Okamoto, Yuichi Nakamura, Shoya Chiba, M・A・O, Ayako Kawasumi, Aya Endo, Hiroyuki Yoshino, Mamiko Noto","One newcomer red blood cell just wants to do her job. Between bacteria incursions and meeting a certain white blood cell, she's got a lot to learn!"
s1255,Movie,Celluloid Man,Shivendra Singh Dungarpur,India,4/1/2017,2012,TV-PG,156 min,"Documentaries, International Movies",P.K. Nair,"This documentary chronicles the philosophy and life's work of archivist P.K. Nair, who made a mission of preserving Indian cinema’s rich history."
s1256,Movie,Cemara's Family,Yandy Laurens,Indonesia,12/24/2020,2018,TV-G,110 min,"Children & Family Movies, Dramas, International Movies","Ringgo Agus Rahman, Nirina Zubir, Zara JKT48, Widuri Puteri, Ariyo Wahab, Asri Welas, Abdurrahman Arif, Kafin Sulthan","After bankruptcy, Abah and Emak must adapt to a new life with their children in a remote village."
s1257,Movie,Center Stage,Nicholas Hytner,United States,1/1/2020,2000,PG-13,116 min,Dramas,"Amanda Schull, Zoe Saldana, Susan May Pratt, Peter Gallagher, Donna Murphy, Debra Monk, Ethan Stiefel, Sascha Radetsky, Julie Kent, Ilia Kulik","Vying for a spot in the American Ballet Company, 12 dance students are ready to push their bodies and minds to the limit to realize their dreams."
s1258,Movie,Chaahat,Mahesh Bhatt,India,5/1/2017,1996,TV-14,148 min,"Dramas, International Movies, Romantic Movies","Naseeruddin Shah, Shah Rukh Khan, Pooja Bhatt, Anupam Kher, Ramya Krishnan, Avtar Gill, Mushtaq Khan",A vulnerable singer is forced to choose between the girl he loves and another who has developed an unhealthy obsession with him.
s1259,Movie,Chaar Sahibzaade,Harry Baweja,India,11/1/2018,2014,TV-PG,126 min,"Dramas, Faith & Spirituality, International Movies",Om Puri,"With a horde of enemy invaders bearing down, four sons of an illustrious Sikh guru lead a tiny but valiant army into a desperate fight for freedom."
s1260,Movie,Chadi Jawani Budhe Nu,,India,9/1/2017,1976,TV-PG,135 min,"Comedies, International Movies, Romantic Movies",Anand,"After reaching his 40th birthday, an egotistical businessman kicks off his midlife crisis by deciding to secure a mistress."
s1261,Movie,Chal Bhaag,Prakash Balwant Saini,India,12/1/2018,2014,TV-14,110 min,"Comedies, Dramas, International Movies","Deepak Dobriyal, Tarun Bajaj, Keeya Khanna, Varun Mehra, Sanjay Mishra, Yashpal Sharma, Mukesh Tiwari, Atul Srivastava, Manish Khanna, Kunwar Aziz",Three petty criminals find themselves in a pickle when police wrongly charge them with the murder of an important politician.
s1262,Movie,Chal Dhar Pakad,Aatmaram Dharne,India,3/15/2018,2010,TV-14,129 min,"Comedies, Dramas, International Movies",Nagesh Bhonsle,"After her fat-shaming husband brings home a new lover, a wife in Maharashtra recruits a group of women to challenge him in a kabaddi match."
s1263,Movie,Chal Mere Bhai,David Dhawan,India,12/31/2019,2000,TV-14,132 min,"Comedies, International Movies, Romantic Movies","Sanjay Dutt, Salman Khan, Karisma Kapoor, Dalip Tahil, Sushma Seth, Shakti Kapoor, Nagma, Sonali Bendre, Twinkle Khanna, Ravi Baswani","When a secretary saves her tycoon boss's life, his family hears wedding bells. Problem is, she's already in love – with his younger brother."
s1264,Movie,Chalay Thay Saath,Umer Adil,Pakistan,5/15/2018,2017,TV-14,118 min,"Comedies, Dramas, International Movies","Syra Shehroz, Kent S. Leung, Osama Tahir, Mansha Pasha, Zhalay Sharhadi, Faris Khalid, Behroze Sabzwari, Shamim Hilaly",Beautiful and adventurous doctor Resham meets a handsome Chinese backpacker named Adam while traveling with friends on a journey of self-discovery.
s1265,TV Show,Challenger,,United States,9/16/2020,2020,TV-14,1 Season,"Docuseries, Science & Nature TV",,"Engineers, officials and the crew members' families provide their perspective on the 1986 Space Shuttle Challenger disaster and its aftermath."
s1266,Movie,Chalte Chalte,Aziz Mirza,India,7/1/2018,2003,TV-14,166 min,"Dramas, International Movies, Romantic Movies","Shah Rukh Khan, Rani Mukerji, Jas Arora, Satish Shah, Rajiv Verma, Lillete Dubey, Jayshree T., Johny Lever","Priya and Raj are polar opposites. Raj is brash and earthy, while Pirya is sophisticated and something of a perfectionist in all she does. They really are like oil and water, but nonetheless, they dare to fall in love."
s1267,Movie,Chaman Bahaar,Apurva Dhar Badgaiyann,India,6/19/2020,2020,TV-MA,112 min,"Comedies, Dramas, International Movies","Jitendra Kumar, Ritika Badiani, Yogendra Tikku, Bhuvan Arora, Alam Khan, Dhirendra Tiwari, Ashwani Kumar, Bhagwan Tiwari","A local shop becomes a hub for young men taken with the new neighbor. But as business booms, it may leave the equally smitten storeowner heartbroken."
s1268,Movie,Chamatkar,Rajiv Mehra,India,5/15/2017,1992,TV-14,164 min,"Comedies, International Movies, Sci-Fi & Fantasy","Shah Rukh Khan, Naseeruddin Shah, Urmila Matondkar, Malvika Tiwari, Shammi Kapoor, Deven Verma, Tinnu Anand, Anjana Mumtaz, Anjan Srivastav, Rakesh Bedi","A village schoolteacher and the ghost of a murdered man, who were both betrayed by those closest to them, join forces to help each other."
s1269,TV Show,Chambers,,United States,4/26/2019,2019,TV-MA,1 Season,"TV Horror, TV Mysteries, Teen TV Shows","Sivan Alyra Rose, Uma Thurman, Tony Goldwyn, Marcus LaVoi, Nicholas Galitzine, Kyanna Simone Simpson, Griffin Powell-Arcand, Lilli Kay, Sarah Mezzanotte, Lilliya Scarlett Reid","Haunted by eerie visions and sinister impulses after a heart transplant, a teenager tries to unmask the truth behind her donor's mysterious death."
s1270,Movie,Chameli,Sudhir Mishra,India,2/15/2019,2004,TV-14,102 min,"Dramas, International Movies","Kareena Kapoor, Rahul Bose, Rinke Khanna, Yashpal Sharma, Makrand Deshpande, Kabir Sadanand, Pankaj Jha","While taking shelter from a Mumbai monsoon, an investment banker forms an unlikely connection with a naïve prostitute over the course of the night."
s1271,TV Show,Champions,,United States,3/8/2019,2018,TV-14,1 Season,TV Comedies,"Anders Holm, Fortune Feimster, Andy Favreau, J.J. Totah, Mouzam Makkar, Yassir Lester, Robert Costanzo, Ginger Gonzaga, Mindy Kaling","Years after getting his girlfriend pregnant, washed-up jock Vince meets his eccentric son Michael and learns about fatherhood, one show tune at a time."
s1272,Movie,Chance Pe Dance,Ken Ghosh,India,11/1/2018,2010,TV-14,121 min,"Comedies, Dramas, International Movies","Shahid Kapoor, Genelia D'Souza, Mohnish Bahl, Satish Shah, Parikshat Sahni, Vikas Bhalla, Kurush Deboo, Zain Khan","Having risen from humble beginnings, an ambitious young man sets his sights on winning a major dance competition that could catapult him to fame."
s1273,Movie,Chandani: The Daughter of the Elephant Whisperer,Arne Birkenstock,"Germany, Sri Lanka",3/1/2017,2010,TV-G,87 min,"Documentaries, International Movies",K.G. Chandani Renuka Ratnayake,A girl who wants to be an elephant driver like her father is given the chance to raise a calf and becomes even more determined when it's taken away.
s1274,Movie,Change in the Air,Dianne Dreyer,United States,3/1/2020,2018,PG,95 min,Dramas,"Mary Beth Hurt, Rachel Brosnahan, Aidan Quinn, Olympia Dukakis, M. Emmet Walsh, Peter Gerety, Macy Gray, Satya Bhabha","When a secretive woman breezes into a quiet town, her subdued neighbors get swept up in curiosity over her ethereal presence."
s1275,Movie,Chaotic Love Poems,Garin Nugroho,Indonesia,1/5/2019,2016,TV-14,86 min,"Dramas, International Movies, Romantic Movies","Chicco Jerikho, Pevita Pearce","Spanning the 1970s, ‘80s and ‘90s, this lyrical love story of two childhood neighbors plays out amidst a rapidly evolving Indonesia."
s1276,Movie,Chappaquiddick,John Curran,"United States, Sweden",10/1/2018,2017,PG-13,106 min,Dramas,"Jason Clarke, Kate Mara, Ed Helms, Bruce Dern, Jim Gaffigan, Olivia Thirlby, Clancy Brown, Taylor Nichols, John Fiore",Senator Ted Kennedy watches his future unravel in the wake of an infamous car crash as family and allies vie to protect his reputation.
s1277,Movie,Chappie,Neill Blomkamp,"South Africa, United States",1/1/2019,2015,R,121 min,"Action & Adventure, Sci-Fi & Fantasy","Sharlto Copley, Hugh Jackman, Sigourney Weaver, Dev Patel, Ninja, Yo-Landi Visser, Jose Pablo Cantillo, Brandon Auret, Johnny Selema, Maurice Carpede","In a futuristic society where a robot police force keeps crime at bay, a lone droid gains the power of artificial intelligence."
s1278,TV Show,Charité,,Germany,4/19/2018,2017,TV-MA,1 Season,"International TV Shows, TV Dramas","Alicia von Rittberg, Maximilian Meyer-Bretschneider, Justus von Dohnányi, Matthias Koeberlin, Christoph Bach, Ernst Stötzner, Klara Deutschmann, Ramona Kunze-Libnow, Daniel Sträßer, Tanja Schleiff, Monika Oschek, Emilia Schüle, Matthias Brenner, Thomas Loibl","At Berlin's Charité hospital in 1888, Ida finds romance, a path to her dream job and an inside look into cures for tuberculosis and diphtheria."
s1279,TV Show,Charité at War,,,6/15/2019,2019,TV-MA,1 Season,"International TV Shows, TV Dramas","Mala Emde, Ulrich Noethen, Jannik Schümann, Artjom Gilz, Luise Wolfram, Jacob Matschenz, Frida-Lovisa Hamann, Lukas Miko, Susanne Böwe","In 1943, the staff at Berlin's Charité hospital struggle against the effects of World War II and the Nazi regime, including eugenic medical practices."
s1280,Movie,Charlie and the Chocolate Factory,Tim Burton,"United Kingdom, United States",1/1/2020,2005,PG,115 min,"Children & Family Movies, Comedies","Johnny Depp, Freddie Highmore, David Kelly, Helena Bonham Carter, Noah Taylor, Missi Pyle, James Fox, Deep Roy, Christopher Lee, Adam Godley, AnnaSophia Robb, Julia Winter, Jordan Fry, Philip Wiegratz",The eccentric Willy Wonka opens the doors of his candy factory to five lucky kids who learn the secrets behind his amazing confections.
s1281,Movie,Charlie's Angels,McG,"United States, Germany",10/1/2019,2000,PG-13,98 min,"Action & Adventure, Comedies","Cameron Diaz, Drew Barrymore, Lucy Liu, Bill Murray, Sam Rockwell, Kelly Lynch, Tim Curry, Crispin Glover, Matt LeBlanc, LL Cool J, Tom Green, Luke Wilson","Three beauties use their looks, charm and martial-arts training to kick butt on the trail of stolen software in this reboot of the classic TV series."
s1282,Movie,Charlie's Angels: Full Throttle,McG,United States,10/1/2019,2003,PG-13,106 min,"Action & Adventure, Comedies","Cameron Diaz, Drew Barrymore, Lucy Liu, Bernie Mac, Crispin Glover, Justin Theroux, Robert Patrick, Demi Moore, Rodrigo Santoro, Shia LaBeouf, Matt LeBlanc, Luke Wilson, John Cleese","In this reboot of the TV classic, the Angels are tasked with finding lost rings encoded with the personal information of people in witness protection."
s1283,TV Show,Charlie's Colorforms City,,United States,3/22/2019,2019,TV-Y,1 Season,Kids' TV,"Jacob Soley, Saara Chaudry, Tyler Barish, Zoe Hatz, Julie Lemieux, Joseph Motiki, Shoshana Sperling, Adrianna Di Liello, Deann Degruijter, Stacey DePass","Charlie creates fun stories using different shapes, and he needs your help! Take off for adventures in outer space, the Wild West – and right at home."
s1284,Movie,Charlotte's Web,"Charles A. Nichols, Iwao Takamoto",United States,11/23/2019,1973,G,94 min,"Children & Family Movies, Classic Movies","Debbie Reynolds, Charles Nelson Reilly, Paul Lynde, Henry Gibson, Rex Allen, Danny Bonaduce, Pamelyn Ferdin, Don Messick, Agnes Moorehead, Martha Scott, John Stephenson, Herb Vigran, Dave Madden","Follow the adventures of Wilbur the pig, Templeton the rat and Charlotte the spider in this animated musical version of E.B. White's timeless story."
s1285,TV Show,Charmed,,United States,5/9/2020,2019,TV-14,2 Seasons,"TV Dramas, TV Sci-Fi & Fantasy","Madeleine Mantock, Sarah Jeffery, Melonie Diaz, Rupert Evans, Ser'Darius Blain, Ellen Tamaki, Charlie Gillespie","After their mother’s tragic death, a trio of sisters bond over their newfound powers, vanquish demons and band together to defend their magical legacy."
s1286,Movie,Charming,Ross Venokur,"Canada, United States, Cayman Islands",1/8/2021,2021,TV-Y7,85 min,"Children & Family Movies, Comedies","Wilmer Valderrama, Demi Lovato, Sia, Nia Vardalos, Ashley Tisdale, Avril Lavigne, G.E.M., John Cleese, Chris Harrison, Dee Bradley Baker, Carlos Alazraqui","On the eve of his 21st birthday, an adored prince must find his one, true soulmate before a spell takes away all love from his kingdom."
s1287,Movie,Chashme Baddoor,David Dhawan,India,7/5/2020,2013,TV-14,121 min,"Comedies, International Movies, Music & Musicals","Rishi Kapoor, Ali Zafar, Taapsee Pannu, Siddharth, Divyendu Sharma, Anupam Kher, Bharati Achrekar, Lillete Dubey, Ayaz Khan","When pretty new neighbor Seema falls for their shy roommate Sid, jealous womanizers Omi and Jai plot to break up the new lovebirds."
s1288,Movie,Chashme Buddoor,David Dhawan,India,5/1/2017,2013,TV-PG,121 min,"Comedies, International Movies, Music & Musicals","Ali Zafar, Siddharth, Divyendu Sharma, Tapsee Pannu, Rishi Kapoor, Anupam Kher, Bharati Achrekar, Varun Dhawan, Lillete Dubey, Ayaz Khan, Ashish Verma","When pretty new neighbor Seema falls for their shy roommate Sid, jealous womanizers Omi and Jai plot to break up the new lovebirds."
s1289,Movie,Chasing Amy,Kevin Smith,United States,1/1/2020,1997,R,113 min,"Comedies, Cult Movies, Dramas","Ben Affleck, Joey Lauren Adams, Jason Lee, Dwight Ewell, Jason Mewes, Kevin Smith","Comic book artist Holden meets the perfect woman, only to learn that she's a lesbian. But that doesn't stop him from falling in love with her."
s1290,TV Show,Chasing Cameron,,United States,12/27/2016,2016,TV-14,1 Season,"Reality TV, Teen TV Shows","Cameron Dallas, Aaron Carpenter, Taylor Caniff, Willie Jones, Trey Schafer, Bart Bordelon, Blake Gray",Go behind the scenes with social media sensation Cameron Dallas as he takes his career to the next level on an international tour.
s1291,Movie,Chasing Coral,Jeff Orlowski,United States,7/14/2017,2017,TV-PG,89 min,Documentaries,,"Divers, scientists and photographers around the world mount an epic underwater campaign to document the disappearance of coral reefs."
s1292,TV Show,Chasing Monsters,,Canada," December 15, 2017",2016,TV-PG,2 Seasons,"Docuseries, Reality TV, Science & Nature TV",Cyril Chauquet,Adventurer Cyril Chauquet seeks out the most colossal and dangerous underwater creatures around the world in this adrenaline-packed series.
s1293,Movie,Chasing the Dragon,"Wong Jing, Jason Kwan","Hong Kong, China",4/19/2018,2017,TV-MA,129 min,"Action & Adventure, Dramas, International Movies","Donnie Yen, Andy Lau, Philip Keung, Kent Cheng, Wilfred Lau, Ken Tong, Yu Kang","In corrupt, British-colonized Hong Kong, a mainland Chinese immigrant rises to the top of the city's drug underworld with the help of a notorious cop."
s1294,Movie,Chasing Trane,John Scheinfeld,United States,11/13/2017,2016,TV-PG,99 min,"Documentaries, Music & Musicals","Denzel Washington, Bill Clinton, Ravi Coltrane, Common, Benny Golson, Jimmy Heath, Wynton Marsalis, Sonny Rollins, Carlos Santana, Cornel West","Featuring interviews, insights and archival footage, this documentary aims to reveal how historical events shaped the music of John Coltrane."
s1295,Movie,Chatô: The King of Brazil,Guilherme Fontes,Brazil,10/1/2016,2015,TV-MA,105 min,"Dramas, International Movies","Marco Ricca, Andrea Beltrão, Letícia Sabatella, Leandra Leal, Gabriel Braga Nunes, Paulo Betti, Marcos Oliveira, Eliane Giardini","The romanticized life of media mogul Assis Chateaubriand depicts him as the star of a televised trial, where his passions and achievements are judged."
s1296,Movie,Chauthi Koot,Gurvinder Singh,"India, France",2/1/2017,2015,TV-14,116 min,"Dramas, Independent Movies, International Movies","Suvinder Vikky, Rajbir Kaur, Gurpreet Kaur Bhangu, Taranjit Singh, Harleen Kaur, Kanwaljeet Singh, Harnek Aulakh, Tejpal Singh, Gulshan Saggi",Related tales of a family seeking refuge and two men on a train to Amritsar evoke the dreadful unease surrounding Hindu-Sikh tensions in 1980s Punjab.
s1297,TV Show,Cheapest Weddings,,Australia,12/1/2017,2016,TV-14,1 Season,"International TV Shows, Reality TV",Melanie Vallejo,Couples on a tiny budget try to ensure that the day of their wedding turns out to be the magical experience they always dreamed it would be.
s1298,TV Show,Check The Store Next Door: The Next Chapter,,Indonesia,12/2/2020,2020,TV-14,2 Seasons,"International TV Shows, TV Comedies, TV Dramas","Ernest Prakasa, Chew Kin Wah, Dion Wiyoko, Morgan Oey, Anggika Bolsterli, Arie Kriting, Yusril Fahriza, Awwe, Adjis Doaibu, Aci Resti, Bintang Emon, Jenny Zhang, Soleh Solihun, Denny Gitong","When a former shop owner grows bored of retirement, he buys a fish pond and manages the new hijinks in his life with a staff of quirky employees."
s1299,TV Show,Cheer,,United States,1/8/2020,2020,TV-MA,1 Season,"Docuseries, Reality TV, Teen TV Shows",,This gripping docuseries follows the ups and downs of Navarro College's competitive cheer squad as they work to win a coveted national title.
s1300,TV Show,Cheer Squad,,United States,3/14/2017,2016,TV-PG,1 Season,"Reality TV, Teen TV Shows",,"Follow the Great White Sharks, a world-champion cheerleading squad, as they juggle the pressures of training, school, work and relationships."
s1301,TV Show,Cheers,,United States," July 1, 2017",1992,TV-PG,11 Seasons,"Classic & Cult TV, TV Comedies","Ted Danson, Rhea Perlman, George Wendt, John Ratzenberger, Shelley Long, Kirstie Alley, Woody Harrelson, Kelsey Grammer, Nicholas Colasanto","Sam Malone, an ex-baseball player turned bar owner, operates a saloon that's always filled with quirky customers and even more eccentric staff."
s1302,TV Show,Cheese in the Trap,Lee Yoon-jung,South Korea,10/1/2019,2016,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows","Park Hae-Jin, Kim Go-eun, Seo Kang-jun, Lee Sung-kyoung, Nam Joo-hyuk, Park Min-ji, Hwang Seog-jeong, Son Byung-ho, Ahn Kil-kang","In this adaptation of a popular webtoon, a poor student trying to navigate college life gains the attention of a wealthy upperclassman with a dark side."
s1303,Movie,Chef,Jon Favreau,United States,12/1/2020,2014,R,115 min,"Comedies, Independent Movies","Jon Favreau, Sofía Vergara, John Leguizamo, Scarlett Johansson, Dustin Hoffman, Oliver Platt, Bobby Cannavale, Amy Sedaris, Robert Downey Jr., Emjay Anthony, Russell Peters","After igniting a Twitter war with a well-known culinary critic, a Los Angeles chef packs his knives, heads home to Miami and opens a food truck."
s1304,TV Show,Chef & My Fridge,,South Korea," August 4, 2017",2017,TV-PG,2 Seasons,"International TV Shows, Korean TV Shows, Reality TV","Seong-joo Kim​, Jung-hwan Ahn",The best chefs of Korea go head-to-head to create impromptu dishes that feature ingredients found inside the guest stars' very own refrigerators.
s1305,TV Show,Chef's Table,,United States,2/22/2019,2019,TV-MA,6 Seasons,"Docuseries, Reality TV",,"In this Emmy-nominated docuseries, find out what's inside the kitchens and minds of the international culinary stars who are redefining gourmet food."
s1306,TV Show,Chef's Table: BBQ,,United States,9/2/2020,2020,TV-14,1 Season,"Docuseries, Reality TV",,"The Emmy-nominated series delves into the juicy, smoky world of barbecue, visiting acclaimed chefs and pitmasters in the US, Australia and Mexico."
s1307,TV Show,Chef's Table: France,,,9/2/2016,2016,TV-14,1 Season,Docuseries,,Sample the bold new flavors of France with chefs who are pushing the boundaries of fine dining and reinventing a rich culinary tradition.
s1308,TV Show,Chelsea,,United States,4/14/2017,2017,TV-MA,2 Seasons,"Stand-Up Comedy & Talk Shows, TV Comedies",,"It's not her first talk show, but it is a first of its kind. Ideas, people and places that fascinate her, all in her unique style."
s1309,TV Show,Chelsea Does,,United States,1/23/2016,2016,TV-MA,1 Season,"Docuseries, Science & Nature TV",Chelsea Handler,"In a provocative documentary series, comedian Chelsea Handler confronts personal and cultural hang-ups around four topics that fascinate her."
s1310,Movie,Chelsea Handler: Uganda Be Kidding Me Live,James Yukich,United States,10/10/2014,2014,TV-MA,71 min,Stand-Up Comedy,Chelsea Handler,"In her first Netflix stand-up comedy special, Chelsea Handler recounts her African adventures (and provides hilarious photographic evidence)."
s1311,Movie,Chelsea Peretti: One of the Greats,Lance Bangs,United States,11/14/2014,2014,TV-MA,75 min,Stand-Up Comedy,Chelsea Peretti,"""Brooklyn Nine-Nine"" star Chelsea Peretti showcases her diverse talents in this dark yet silly reimagining of the comedy special."
s1312,Movie,Chennai Express,Rohit Shetty,India,8/31/2018,2013,TV-14,135 min,"Action & Adventure, Comedies, International Movies","Shah Rukh Khan, Deepika Padukone, Nikitin Dheer, Satyaraj, Kamini Kaushal, Lekh Tandon, Mukesh Tiwari",What could have been a sad journey turns joyful for Rahul when he falls in love with a woman en route to submerging his grandfather's ashes.
s1313,Movie,Chernobyl Diaries,Bradley Parker,United States,8/1/2018,2012,R,88 min,"Horror Movies, Thrillers","Ingrid Bolsø Berdal, Dimitri Diatchenko, Olivia Taylor Dudley, Devin Kelley, Jesse McCartney, Nathan Phillips, Jonathan Sadowski, Alex Feldman, Kristof Konrad, Pasha D. Lychnikoff","A group of kids takes an illegal tour through an abandoned city near Chernobyl, where mysterious humanoid forms begin to haunt their steps..."
s1314,TV Show,Cheuk Wan-Chi: Two Night Stand,,,12/15/2017,2015,TV-MA,1 Season,"International TV Shows, Stand-Up Comedy & Talk Shows, TV Comedies",Cheuk Wan Chi,Writer and stand-up comedian Cheuk Wan-chi cracks wise at the follies of single womanhood and takes on politics in Hong Kong with nuance and flair.
s1315,TV Show,Chewin' the Fat,,United Kingdom,10/1/2016,1999,TV-14,1 Season,"British TV Shows, TV Comedies","Ford Kiernan, Greg Hemphill, Karen Dunbar, Mark Cox, Paul Riley","Petty criminals, dodgy decorators, full-bore Glaswegians and oddball documentary presenters converge in this sketch show that parodies Scottish life."
s1316,TV Show,Chewing Gum,,United Kingdom," April 4, 2017",2017,TV-MA,2 Seasons,"British TV Shows, International TV Shows, Romantic TV Shows","Michaela Coel, John Macmillan, Robert Lonsdale, Danielle Walters, Kadiff Kirwan, Susan Wokoma, Shola Adewusi, Sarah Hoare, Abby Rakic-Platt, Maggie Steed, Olisa Odele","The virginal Tracey, who was raised in a strictly religious Tower Hamlets flat, is ready to realize her potential. And the first step is having sex."
s1317,TV Show,Chhota Bheem,,India,7/11/2019,2019,TV-Y,1 Season,Kids' TV,"Vatsal Dubey, Julie Tejwani, Rupa Bhimani, Jigna Bhardwaj, Rajesh Kava, Mousam, Swapnil","A brave, energetic little boy with superhuman powers leads his friends on exciting adventures to guard their fellow Dholakpur villagers from evil."
s1318,Movie,Chhota Bheem and the Curse of Damyaan,Rajiv Chilaka,India,4/1/2020,2012,TV-Y7,87 min,Children & Family Movies,"Kaustav Ghosh, Jigna Bhardwaj, Chutki, Rajesh Kava, Mausam, Guru Shambu, Arun Shekar, Julie Tejwani, Anamaya Verma",An evil demon who traded his freedom for immortality lures Chhota Bheem and his friends to the city of Sonapur with tales of hidden treasure.
s1319,Movie,Chhota Bheem Aur Kaala Yodha,"Sidheswar Shukla, Asit Mohapatra",,5/10/2019,2018,TV-Y7,63 min,Movies,"Julie Tejwani, SABINA MALIK, Jigna Bharadhwaj, Rupa Bhimani, Lalit Agarwal, Rajesh Shukla, Disha, Rajesh Kawa, Raju","Finally released after being trapped in an ancient book for centuries, a wicked warrior sets out to conquer Dholakpur – but not if Bheem can help it!"
s1320,Movie,Chhota Bheem Ka Romani Adventure,"Asit Mohapatra, Shyamal Chaulia",,5/10/2019,2018,TV-Y7,62 min,Children & Family Movies,"Julie Tejwani, SABINA MALIK, Jigna Bharadhwaj, Rupa Bhimani, Lalit Agarwal, Rajesh Shukla, Disha, Rajesh Kawa, Raju","Bheem and King Indraverma travel to Rome for a trading venture, but when the king of a neighboring land attacks, can Bheem’s wile and wit save the day?"
s1321,Movie,Chhota Bheem Ka Troll Se Takkar,"Shyamal Chaulia, Asit Mohapatra",,5/10/2019,2018,TV-Y7,62 min,Movies,"Julie Tejwani, SABINA MALIK, Jigna Bharadhwaj, Rupa Bhimani, Lalit Agarwal, Rajesh Shukla, Disha, Rajesh Kawa, Raju",Trolls kidnap the king's daughters and overtake the kingdom of Messina. Can Bheem track them down and bring the princesses home?
s1322,TV Show,Chhota Bheem Kung Fu Dhamaka Series,,,1/1/2020,2019,TV-Y7,1 Season,Kids' TV,"Pinky Pal Rajput, Sonal Kaushal, Julie Tejwani, Jigna Bharadhwaj, Shaily Dubey, Rajesh Kava, Ghanshyam Shukla, Anamaya Verma, Mohit Sinha, Vaibhav Thakkar","From kung fu battles to run-ins with bandits, life in an empire far away from home is an endless adventure for Chhota Bheem and his buddies."
s1323,Movie,Chhota Bheem Kungfu Dhamaka,"Rajiv Chilaka, Binayak Das",India,8/15/2019,2019,TV-Y7,112 min,Children & Family Movies,"Sonal Kaushal, Rupa Bhimani, Jigna Bharadhwaj, Sabina Malik, Julie Tejwani, Rajesh Kava, Vaibhav Thakkar, Samriddhi Shuklaa, Aditya Raj Sharma, Vinod Kulkarni",Chhota Bheem is in China for a martial arts competition but his real challenge: to save the emperor’s daughter from being kidnapped by the villain Zuhu!
s1324,TV Show,Chicago Typewriter,,South Korea,10/1/2019,2017,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows","Yoo Ah-in, Im Soo-jung, Ko Kyoung-pyo, Kwak Si-yang, Jo Woo-jin, Yang Jin-sung, Jeon Soo-kyeong, Ji Dae-han, Chun Ho-jin",A veterinarian and two writers have a mysterious connection to Korean independence fighters from the Japanese colonial period.
s1325,Movie,Chicken Kokkachi,Anuranjan Premji,India,7/1/2018,2017,TV-14,113 min,"Comedies, International Movies","Anuranjan Premji, Indrans, Dharmajan Bolgatty, Sudhi Koppa, Bijukuttan, Neha Rathanakaran, Prasanth","In the wake of his sister's marriage, a young middle-class man leaves his village and learns that supporting one's self is easier said than done."
